invoice_number,invoice_date,payment_due_date,invoice_type_code,payment_means_type_code,transaction_type,currency_code,tax_category_code,seller_name,seller_trn,seller_address,seller_city,seller_subdivision,seller_country_code,seller_legal_registration,seller_registration_identifier_type,buyer_name,buyer_trn,buyer_address,buyer_city,buyer_subdivision,buyer_country_code,buyer_legal_registration,buyer_registration_identifier_type,line_id,item_name,unit_of_measure,quantity,unit_price,line_net_amount,tax_category,tax_rate,tax_amount,total_without_tax,total_with_tax,amount_due
INV-2026-B-134,2026-04-02,2026-04-18,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 134,100865971714,"Suite 134, Business Center",Ajman,AJ,AE,L-500134,DED,1,Annual Platform Support,EA,2,1200.0,2400.0,E,0.0,0.0,2400.0,2400.0,2400.0
INV-2026-B-135,2026-04-06,2026-04-22,380,10,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 135,100278778503,"Suite 135, Business Center",Ajman,AJ,AE,L-500135,DED,1,Compliance Audit Fees,EA,3,1200.0,3600.0,S,0.05,180.0,3600.0,3780.0,3780.0
INV-2026-B-136,2026-04-02,2026-04-21,380,42,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 136,100859964049,"Suite 136, Business Center",Dubai,DU,AE,L-500136,DED,1,Strategic Cloud Consulting,EA,9,500.0,4500.0,E,0.0,0.0,4500.0,4500.0,4500.0
INV-2026-B-137,2026-04-03,2026-04-16,380,10,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 137,100639628567,"Suite 137, Business Center",Fujairah,FU,AE,L-500137,DED,1,Enterprise ERP License,EA,5,100.0,500.0,S,0.05,25.0,500.0,525.0,525.0
INV-2026-B-138,2026-04-04,2026-04-24,380,30,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 138,100229335178,"Suite 138, Business Center",Abu Dhabi,AZ,AE,L-500138,DED,1,Annual Platform Support,EA,7,1200.0,8400.0,E,0.0,0.0,8400.0,8400.0,8400.0
INV-2026-B-139,2026-04-02,2026-04-22,380,42,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 139,,"Suite 139, Business Center",Fujairah,FU,AE,,,1,Data Analytics Workshop,EA,10,100.0,1000.0,Z,0.0,0.0,1000.0,1000.0,1000.0
INV-2026-B-140,2026-04-02,2026-05-01,380,10,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 140,,"Suite 140, Business Center",Sharjah,SH,AE,,,1,Compliance Audit Fees,EA,2,2500.0,5000.0,S,0.05,250.0,5000.0,5250.0,5250.0
INV-2026-B-141,2026-04-06,2026-04-24,380,10,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 141,,"Suite 141, Business Center",Fujairah,FU,AE,,,1,Strategic Cloud Consulting,EA,6,500.0,3000.0,Z,0.0,0.0,3000.0,3000.0,3000.0
INV-2026-B-142,2026-04-03,2026-04-30,380,30,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 142,,"Suite 142, Business Center",Abu Dhabi,AZ,AE,,,1,Managed Security Services,EA,10,2500.0,25000.0,S,0.05,1250.0,25000.0,26250.0,26250.0
INV-2026-B-143,2026-04-01,2026-04-22,380,42,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 143,100264755927,"Suite 143, Business Center",Sharjah,SH,AE,L-500143,DED,1,Enterprise ERP License,EA,7,100.0,700.0,E,0.0,0.0,700.0,700.0,700.0
INV-2026-B-144,2026-04-03,2026-04-18,380,30,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 144,,"Suite 144, Business Center",Abu Dhabi,AZ,AE,,,1,Annual Platform Support,EA,2,1200.0,2400.0,S,0.05,120.0,2400.0,2520.0,2520.0
INV-2026-B-145,2026-04-06,2026-05-01,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 145,100376070032,"Suite 145, Business Center",Ajman,AJ,AE,L-500145,DED,1,Data Analytics Workshop,EA,7,2500.0,17500.0,E,0.0,0.0,17500.0,17500.0,17500.0
INV-2026-B-146,2026-04-02,2026-04-26,380,42,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 146,100714187522,"Suite 146, Business Center",Umm Al Quwain,UQ,AE,L-500146,DED,1,Network Infrastructure Gear,EA,2,1200.0,2400.0,Z,0.0,0.0,2400.0,2400.0,2400.0
INV-2026-B-147,2026-04-06,2026-04-24,380,30,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 147,100432758858,"Suite 147, Business Center",Ras Al Khaimah,RK,AE,L-500147,DED,1,Annual Platform Support,EA,9,1200.0,10800.0,S,0.05,540.0,10800.0,11340.0,11340.0
INV-2026-B-148,2026-04-05,2026-04-22,380,10,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 148,100370726115,"Suite 148, Business Center",Umm Al Quwain,UQ,AE,L-500148,DED,1,Managed Security Services,EA,6,500.0,3000.0,S,0.05,150.0,3000.0,3150.0,3150.0
INV-2026-B-149,2026-04-04,2026-04-26,380,10,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 149,100151706462,"Suite 149, Business Center",Dubai,DU,AE,L-500149,DED,1,Enterprise ERP License,EA,3,1200.0,3600.0,S,0.05,180.0,3600.0,3780.0,3780.0
INV-2026-B-150,2026-04-06,2026-04-26,380,42,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 150,,"Suite 150, Business Center",Ras Al Khaimah,RK,AE,,,1,Annual Platform Support,EA,8,1200.0,9600.0,S,0.05,480.0,9600.0,10080.0,10080.0
INV-2026-B-151,2026-04-05,2026-04-18,380,42,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 151,,"Suite 151, Business Center",Dubai,DU,AE,,,1,Data Analytics Workshop,EA,8,100.0,800.0,E,0.0,0.0,800.0,800.0,800.0
INV-2026-B-152,2026-04-06,2026-04-22,380,10,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 152,,"Suite 152, Business Center",Dubai,DU,AE,,,1,Enterprise ERP License,EA,3,1200.0,3600.0,E,0.0,0.0,3600.0,3600.0,3600.0
INV-2026-B-153,2026-04-03,2026-04-21,380,42,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 153,100379343923,"Suite 153, Business Center",Fujairah,FU,AE,L-500153,DED,1,Data Analytics Workshop,EA,3,2500.0,7500.0,E,0.0,0.0,7500.0,7500.0,7500.0
INV-2026-B-154,2026-04-05,2026-04-16,380,10,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 154,,"Suite 154, Business Center",Abu Dhabi,AZ,AE,,,1,Data Analytics Workshop,EA,3,2500.0,7500.0,S,0.05,375.0,7500.0,7875.0,7875.0
INV-2026-B-155,2026-04-05,2026-04-26,380,10,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 155,100527787896,"Suite 155, Business Center",Abu Dhabi,AZ,AE,L-500155,DED,1,Managed Security Services,EA,8,100.0,800.0,Z,0.0,0.0,800.0,800.0,800.0
INV-2026-B-156,2026-04-05,2026-04-22,380,42,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 156,,"Suite 156, Business Center",Ras Al Khaimah,RK,AE,,,1,Enterprise ERP License,EA,2,500.0,1000.0,Z,0.0,0.0,1000.0,1000.0,1000.0
INV-2026-B-157,2026-04-06,2026-04-23,380,42,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 157,100290522884,"Suite 157, Business Center",Fujairah,FU,AE,L-500157,DED,1,Enterprise ERP License,EA,1,1200.0,1200.0,S,0.05,60.0,1200.0,1260.0,1260.0
INV-2026-B-158,2026-04-01,2026-04-21,380,30,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 158,100657340266,"Suite 158, Business Center",Umm Al Quwain,UQ,AE,L-500158,DED,1,Strategic Cloud Consulting,EA,5,100.0,500.0,Z,0.0,0.0,500.0,500.0,500.0
INV-2026-B-159,2026-04-03,2026-04-18,380,10,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 159,100769038752,"Suite 159, Business Center",Sharjah,SH,AE,L-500159,DED,1,Managed Security Services,EA,1,500.0,500.0,S,0.05,25.0,500.0,525.0,525.0
INV-2026-B-160,2026-04-05,2026-04-29,380,10,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 160,,"Suite 160, Business Center",Ajman,AJ,AE,,,1,Strategic Cloud Consulting,EA,7,500.0,3500.0,E,0.0,0.0,3500.0,3500.0,3500.0
INV-2026-B-161,2026-04-03,2026-04-28,380,10,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 161,,"Suite 161, Business Center",Dubai,DU,AE,,,1,Annual Platform Support,EA,3,500.0,1500.0,S,0.05,75.0,1500.0,1575.0,1575.0
INV-2026-B-162,2026-04-03,2026-04-18,380,30,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 162,100561180055,"Suite 162, Business Center",Ras Al Khaimah,RK,AE,L-500162,DED,1,Managed Security Services,EA,2,500.0,1000.0,Z,0.0,0.0,1000.0,1000.0,1000.0
INV-2026-B-163,2026-04-03,2026-04-20,380,30,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 163,100267748729,"Suite 163, Business Center",Sharjah,SH,AE,L-500163,DED,1,Data Analytics Workshop,EA,6,1200.0,7200.0,Z,0.0,0.0,7200.0,7200.0,7200.0
INV-2026-B-164,2026-04-01,2026-04-29,380,10,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 164,100588665562,"Suite 164, Business Center",Umm Al Quwain,UQ,AE,L-500164,DED,1,Annual Platform Support,EA,6,1200.0,7200.0,E,0.0,0.0,7200.0,7200.0,7200.0
INV-2026-B-165,2026-04-02,2026-04-16,380,42,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 165,100402362521,"Suite 165, Business Center",Sharjah,SH,AE,L-500165,DED,1,Network Infrastructure Gear,EA,8,500.0,4000.0,S,0.05,200.0,4000.0,4200.0,4200.0
INV-2026-B-166,2026-04-06,2026-04-25,380,30,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 166,100134545544,"Suite 166, Business Center",Ras Al Khaimah,RK,AE,L-500166,DED,1,Data Analytics Workshop,EA,6,100.0,600.0,Z,0.0,0.0,600.0,600.0,600.0
INV-2026-B-167,2026-04-03,2026-04-26,380,42,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 167,100493630854,"Suite 167, Business Center",Dubai,DU,AE,L-500167,DED,1,Managed Security Services,EA,8,500.0,4000.0,E,0.0,0.0,4000.0,4000.0,4000.0
INV-2026-B-168,2026-04-03,2026-04-25,380,42,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 168,,"Suite 168, Business Center",Abu Dhabi,AZ,AE,,,1,Annual Platform Support,EA,4,500.0,2000.0,Z,0.0,0.0,2000.0,2000.0,2000.0
INV-2026-B-169,2026-04-06,2026-04-29,380,30,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 169,,"Suite 169, Business Center",Umm Al Quwain,UQ,AE,,,1,Enterprise ERP License,EA,6,2500.0,15000.0,E,0.0,0.0,15000.0,15000.0,15000.0
INV-2026-B-170,2026-04-01,2026-05-01,380,10,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 170,100875126141,"Suite 170, Business Center",Fujairah,FU,AE,L-500170,DED,1,Network Infrastructure Gear,EA,3,2500.0,7500.0,S,0.05,375.0,7500.0,7875.0,7875.0
INV-2026-B-171,2026-04-04,2026-04-23,380,10,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 171,,"Suite 171, Business Center",Abu Dhabi,AZ,AE,,,1,Strategic Cloud Consulting,EA,6,100.0,600.0,S,0.05,30.0,600.0,630.0,630.0
INV-2026-B-172,2026-04-04,2026-04-16,380,30,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 172,100654201027,"Suite 172, Business Center",Sharjah,SH,AE,L-500172,DED,1,Data Analytics Workshop,EA,1,2500.0,2500.0,E,0.0,0.0,2500.0,2500.0,2500.0
INV-2026-B-173,2026-04-03,2026-04-26,380,10,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 173,,"Suite 173, Business Center",Ajman,AJ,AE,,,1,Annual Platform Support,EA,4,2500.0,10000.0,S,0.05,500.0,10000.0,10500.0,10500.0
INV-2026-B-174,2026-04-05,2026-04-24,380,10,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 174,100929240793,"Suite 174, Business Center",Sharjah,SH,AE,L-500174,DED,1,Managed Security Services,EA,9,500.0,4500.0,Z,0.0,0.0,4500.0,4500.0,4500.0
INV-2026-B-175,2026-04-02,2026-04-18,380,10,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 175,100844778586,"Suite 175, Business Center",Ajman,AJ,AE,L-500175,DED,1,Enterprise ERP License,EA,1,2500.0,2500.0,Z,0.0,0.0,2500.0,2500.0,2500.0
INV-2026-B-176,2026-04-03,2026-04-23,380,30,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 176,100809966089,"Suite 176, Business Center",Ajman,AJ,AE,L-500176,DED,1,Enterprise ERP License,EA,2,100.0,200.0,Z,0.0,0.0,200.0,200.0,200.0
INV-2026-B-177,2026-04-06,2026-04-26,380,10,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 177,100917927727,"Suite 177, Business Center",Ras Al Khaimah,RK,AE,L-500177,DED,1,Annual Platform Support,EA,10,500.0,5000.0,S,0.05,250.0,5000.0,5250.0,5250.0
INV-2026-B-178,2026-04-06,2026-04-20,380,10,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 178,100901784598,"Suite 178, Business Center",Abu Dhabi,AZ,AE,L-500178,DED,1,Managed Security Services,EA,9,100.0,900.0,S,0.05,45.0,900.0,945.0,945.0
INV-2026-B-179,2026-04-01,2026-04-17,380,42,B2C,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 179,,"Suite 179, Business Center",Dubai,DU,AE,,,1,Managed Security Services,EA,2,2500.0,5000.0,S,0.05,250.0,5000.0,5250.0,5250.0
INV-2026-B-180,2026-04-06,2026-04-28,380,10,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 180,100468736920,"Suite 180, Business Center",Dubai,DU,AE,L-500180,DED,1,Managed Security Services,EA,6,2500.0,15000.0,Z,0.0,0.0,15000.0,15000.0,15000.0
INV-2026-B-181,2026-04-06,2026-04-19,380,42,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 181,100231655568,"Suite 181, Business Center",Sharjah,SH,AE,L-500181,DED,1,Compliance Audit Fees,EA,7,100.0,700.0,S,0.05,35.0,700.0,735.0,735.0
INV-2026-B-182,2026-04-02,2026-04-25,380,10,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 182,,"Suite 182, Business Center",Dubai,DU,AE,,,1,Enterprise ERP License,EA,4,1200.0,4800.0,Z,0.0,0.0,4800.0,4800.0,4800.0
INV-2026-B-183,2026-04-06,2026-04-17,380,30,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 183,,"Suite 183, Business Center",Sharjah,SH,AE,,,1,Network Infrastructure Gear,EA,4,100.0,400.0,E,0.0,0.0,400.0,400.0,400.0
INV-2026-B-184,2026-04-03,2026-04-21,380,30,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 184,,"Suite 184, Business Center",Ajman,AJ,AE,,,1,Managed Security Services,EA,5,2500.0,12500.0,Z,0.0,0.0,12500.0,12500.0,12500.0
INV-2026-B-185,2026-04-05,2026-04-24,380,30,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 185,100856133544,"Suite 185, Business Center",Ajman,AJ,AE,L-500185,DED,1,Network Infrastructure Gear,EA,1,1200.0,1200.0,S,0.05,60.0,1200.0,1260.0,1260.0
INV-2026-B-186,2026-04-03,2026-04-17,380,42,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 186,100105765064,"Suite 186, Business Center",Fujairah,FU,AE,L-500186,DED,1,Managed Security Services,EA,6,100.0,600.0,E,0.0,0.0,600.0,600.0,600.0
INV-2026-B-187,2026-04-04,2026-04-19,380,10,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 187,100272365235,"Suite 187, Business Center",Abu Dhabi,AZ,AE,L-500187,DED,1,Data Analytics Workshop,EA,2,2500.0,5000.0,S,0.05,250.0,5000.0,5250.0,5250.0
INV-2026-B-188,2026-04-05,2026-04-26,380,30,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 188,100900995629,"Suite 188, Business Center",Sharjah,SH,AE,L-500188,DED,1,Managed Security Services,EA,9,1200.0,10800.0,E,0.0,0.0,10800.0,10800.0,10800.0
INV-2026-B-189,2026-04-03,2026-04-28,380,30,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 189,100326903237,"Suite 189, Business Center",Umm Al Quwain,UQ,AE,L-500189,DED,1,Enterprise ERP License,EA,1,500.0,500.0,Z,0.0,0.0,500.0,500.0,500.0
INV-2026-B-190,2026-04-03,2026-04-17,380,10,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 190,,"Suite 190, Business Center",Ajman,AJ,AE,,,1,Compliance Audit Fees,EA,4,2500.0,10000.0,E,0.0,0.0,10000.0,10000.0,10000.0
INV-2026-B-191,2026-04-03,2026-04-21,380,42,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 191,,"Suite 191, Business Center",Dubai,DU,AE,,,1,Managed Security Services,EA,3,500.0,1500.0,Z,0.0,0.0,1500.0,1500.0,1500.0
INV-2026-B-192,2026-04-01,2026-05-01,380,42,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 192,100941085064,"Suite 192, Business Center",Ras Al Khaimah,RK,AE,L-500192,DED,1,Compliance Audit Fees,EA,8,1200.0,9600.0,S,0.05,480.0,9600.0,10080.0,10080.0
INV-2026-B-193,2026-04-05,2026-04-25,380,42,B2B,AED,S,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 193,100289992518,"Suite 193, Business Center",Ras Al Khaimah,RK,AE,L-500193,DED,1,Annual Platform Support,EA,10,500.0,5000.0,S,0.05,250.0,5000.0,5250.0,5250.0
INV-2026-B-194,2026-04-03,2026-04-17,380,42,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 194,100448288410,"Suite 194, Business Center",Sharjah,SH,AE,L-500194,DED,1,Annual Platform Support,EA,8,100.0,800.0,Z,0.0,0.0,800.0,800.0,800.0
INV-2026-B-195,2026-04-05,2026-04-25,380,42,B2B,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 195,100937742413,"Suite 195, Business Center",Fujairah,FU,AE,L-500195,DED,1,Network Infrastructure Gear,EA,6,1200.0,7200.0,E,0.0,0.0,7200.0,7200.0,7200.0
INV-2026-B-196,2026-04-03,2026-04-17,380,30,B2C,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 196,,"Suite 196, Business Center",Ras Al Khaimah,RK,AE,,,1,Network Infrastructure Gear,EA,4,500.0,2000.0,Z,0.0,0.0,2000.0,2000.0,2000.0
INV-2026-B-197,2026-04-06,2026-04-22,380,42,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 197,100667197516,"Suite 197, Business Center",Dubai,DU,AE,L-500197,DED,1,Compliance Audit Fees,EA,4,1200.0,4800.0,Z,0.0,0.0,4800.0,4800.0,4800.0
INV-2026-B-198,2026-04-02,2026-04-19,380,42,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 198,100518222950,"Suite 198, Business Center",Umm Al Quwain,UQ,AE,L-500198,DED,1,Network Infrastructure Gear,EA,6,500.0,3000.0,Z,0.0,0.0,3000.0,3000.0,3000.0
INV-2026-B-199,2026-04-04,2026-04-20,380,30,B2B,AED,Z,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Enterprise Client 199,100172257436,"Suite 199, Business Center",Sharjah,SH,AE,L-500199,DED,1,Compliance Audit Fees,EA,9,2500.0,22500.0,Z,0.0,0.0,22500.0,22500.0,22500.0
INV-2026-B-200,2026-04-03,2026-04-20,380,10,B2C,AED,E,Adamas Tech Consulting LLC,100200300400500,Dubai Internet City,Dubai,DU,AE,DED-100200,DED,Retail Customer 200,,"Suite 200, Business Center",Abu Dhabi,AZ,AE,,,1,Enterprise ERP License,EA,4,100.0,400.0,E,0.0,0.0,400.0,400.0,400.0
